model,cv_accuracy_mean,cv_f1_macro_mean,cv_recall_pos_mean,cv_precision_pos_mean
log_reg_balanced,0.9753782618672844,0.7784105749486784,0.8991006685427555,0.4170414864058831
random_forest_balanced,0.9880098432561703,0.8458053700695464,0.7618434309594359,0.6457774487719327
